Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),County
6065045224,22.333675199293101,42.876954109934402,40-45%,5878,13.35,71.42,15.23,51.6,40.44,1.29,0.88,4.39,1.4,Riverside County
6065045226,17.4145302790748,31.3161875945537,30-35%,8410,17.57,76.12,6.3,94.93,3.94,1.13,0,0,0,Riverside County
6065045228,7.7788446159331697,8.1190115985879991,5-10%,6517,12.57,62.24,25.2,38.67,57.74,0.34,0,2.42,0.83,Riverside County
6065045233,18.4801809753823,33.875441250630402,30-35%,4367,12.48,74.86,12.66,41.88,50.79,2.34,0,2.43,2.56,Riverside County
6065045302,36.121159417399703,69.364599092284394,65-70%,4027,7.8,74.3,17.9,89.07,9.29,0,0,0.32,1.32,Riverside County
6065045303,50.127344094264103,88.023197175996003,85-90%,2639,17.2,73.32,9.47,92.84,4.13,0,0,3.03,0,Riverside County
6065045304,14.0997582627214,23.298033282904701,20-25%,10800,12.24,77.04,10.72,61.36,30.54,2.87,0.96,2.36,1.91,Riverside County
6065045501,28.2974256809037,55.4589006555724,55-60%,5936,13.51,78.17,8.32,86.81,6.18,6.13,0,0.1,0.77,Riverside County
6065045502,46.861940741376401,84.241048915784205,80-85%,3788,10.19,74.66,15.15,81.31,11.17,3.56,0,2.19,1.77,Riverside County
6065045604,44.883360499878599,81.883509833585506,80-85%,11044,16.29,76.15,7.56,97.39,2.45,0,0,0.01,0.14,Riverside County
6065045605,34.285508995624703,66.351487644982399,65-70%,6734,13.26,64.14,22.6,72.57,23.69,0.73,1.01,1.59,0.42,Riverside County
6065045606,13.0418984009941,20.625315179021701,20-25%,2648,6.42,61.93,31.65,31.42,63.78,1.36,0,1.47,1.96,Riverside County
6065045608,5.8291949149581503,4.3746848209783202,1-5% (lowest scores),2686,2.64,38.42,58.94,3.61,89.61,0.6,0.3,4.84,1.04,Riverside County
6065045609,37.723167520801397,71.646495209278896,70-75%,4318,15.03,74.62,10.35,95,4.47,0.53,0,0,0,Riverside County
6065045703,40.746982779175902,76.260716086737304,75-80%,6332,9.74,81.92,8.34,98.15,1.18,0,0,0.38,0.28,Riverside County
6065045704,29.827311044429798,58.345940494200697,55-60%,2723,12.12,73.96,13.92,98.6,1.4,0,0,0,0,Riverside County
6065045705,25.926658936997001,50.832072617246602,50-55%,9353,15.28,80.32,4.41,97.89,1.05,0.28,0.18,0.6,0,Riverside County
6065045706,48.707206198971498,86.384266263237507,85-90%,4821,10.48,77.64,11.89,99,1,0,0,0,0,Riverside County
6065045707,37.360102070906102,71.154815935451296,70-75%,6493,9.03,79.04,11.94,98.55,0.94,0.51,0,0,0,Riverside County
6065045900,34.5898194280892,66.880988401411997,65-70%,1645,15.68,65.29,19.03,49.36,41.4,4.86,0,0.85,3.53,Riverside County
6065046101,27.896895260344699,54.752899646999502,50-55%,3320,22.74,63.37,13.89,55.21,28.13,8.58,0,2.47,5.6,Riverside County
6065046102,37.876865484132097,71.898638426626306,70-75%,1881,25.04,67.78,7.18,70.23,17.65,8.56,0,0.27,3.3,Riverside County
6065046103,17.353646118617601,31.190115985879999,30-35%,3532,16.39,71.35,12.26,52.1,40.09,1.19,0,4.76,1.87,Riverside County
6065046200,54.080196808860798,91.729702471003506,90-95%,2871,14.04,71.58,14.39,67.64,15.15,13.97,0,0,3.24,Riverside County
6065046401,28.189301767350099,55.295007564296498,55-60%,3575,8.22,73.62,18.15,44.25,50.94,1.15,0,3.36,0.31,Riverside County
6065046402,29.9895530099935,58.6232980332829,55-60%,5762,15.45,75.1,9.46,47.85,45.66,2.1,0.17,1.84,2.38,Riverside County
6065046403,22.331042215065299,42.851739788199701,40-45%,7457,18.09,71.57,10.34,55.18,34.65,0.67,0,5.69,3.81,Riverside County
6065046404,30.792443208843601,60.262228946041397,60-65%,6661,19.44,73.04,7.52,49.03,37.85,3.68,0.02,6.01,3.42,Riverside County
6065046405,20.709048912786798,39.296520423600597,35-40%,3710,11.32,72.29,16.39,48.03,44.93,2.67,0,3.26,1.11,Riverside County
6065046500,44.9633655025252,81.946545637922299,80-85%,9412,3.7,95.6,0.7,35.23,19.2,7.15,0.27,31.76,6.39,Riverside County
6065046601,28.1692914092114,55.2571860816944,55-60%,3385,1.98,92.58,5.44,34.33,28.21,25.32,0.21,4.37,7.56,Riverside County
6065046602,16.467470971211,28.971255673222402,25-30%,3963,11.81,75.07,13.12,33.84,62.02,1.44,0.86,0.33,1.51,Riverside County
6065046700,66.154741169575999,98.121533030761498,95-100% (highest scores),4721,20.55,66.62,12.84,72.53,16.78,8.58,0,1.5,0.61,Riverside County
6065046800,26.949016410373702,52.912254160363098,50-55%,6788,10.78,81.78,7.44,50.74,20.18,22.33,0.24,5.58,0.93,Riverside County
6065046900,29.176694544355101,57.223903177004502,55-60%,1631,15.45,59.66,24.89,61.99,36.05,0.92,0,0,1.04,Riverside County
6065047000,32.986896721941001,64.056984367120506,60-65%,1675,14.03,68,17.97,41.19,48.48,4.9,0.42,3.7,1.31,Riverside County
6065047201,11.418256362189799,16.427130610186602,15-20%,1848,6.17,41.29,52.54,37.88,61.58,0,0,0.54,0,Riverside County
6065047202,15.7687954121846,27.281896116994499,25-30%,1656,4.23,61.41,34.36,29.35,68.12,0,0,2.05,0.48,Riverside County
6065047900,11.9477921183313,17.763489662128102,15-20%,12628,10.73,78.73,10.54,20.6,49.82,7.16,0.16,17.33,4.93,Riverside County
6065048100,10.770954093079,14.8890569843671,10-15%,7365,11.01,80.27,8.72,27.88,46.4,7.62,0.08,16.88,1.15,Riverside County
6065048200,31.754162109259401,61.964195663136699,60-65%,4522,8.49,80.76,10.75,45.44,31.11,1.75,0,18.73,2.96,Riverside County
6065048300,23.8854431542509,46.469994957135697,45-50%,6632,17.63,75.5,6.88,57.1,10.54,22.65,0,6.68,3.03,Riverside County
6065048700,24.655542915567299,48.0837115481594,45-50%,4872,11.35,82.33,6.32,50.18,9.73,20.3,0,13.75,6.03,Riverside County
6065048800,37.921101458916603,71.999495713565295,70-75%,4917,15.5,72.91,11.59,49.97,16.55,27.39,0,5.35,0.73,Riverside County
6065048901,22.59554351509,43.444276348966198,40-45%,4000,15.73,77.55,6.73,66.65,13.98,11.3,0,6.33,1.75,Riverside County
6065048902,35.344348203408799,68.053454362077701,65-70%,7835,14.37,78.66,6.97,71.22,11.81,11.14,0,4.13,1.7,Riverside County
6065049000,16.4009965166134,28.794755421079198,25-30%,10135,16.73,73.06,10.2,47.08,19.31,23.5,0,6.95,3.16,Riverside County
6065049100,13.802794526245901,22.453353504790702,20-25%,5339,6.44,54.19,39.37,38.17,56,3.47,0,1.91,0.45,Riverside County
6065049400,14.712574296197401,24.8108925869894,20-25%,3067,8.58,40.98,50.44,41.47,56.54,0.85,0,1.14,0,Riverside County
6065049500,33.7605308025176,65.431164901664104,65-70%,7220,13.05,79.74,7.22,89.78,9.65,0.47,0,0,0.1,Riverside County
6065049600,20.353670400924599,38.401412002017103,35-40%,8220,16.03,73.1,10.86,29.4,49.66,4.76,0.15,11.97,4.06,Riverside County
6065049700,15.266405513383001,26.1472516389309,25-30%,9342,14.58,73.09,12.33,21.45,64.77,1.65,0.29,7.87,3.97,Riverside County
6065049800,30.885916491205101,60.426122037317199,60-65%,4621,16.36,75.09,8.55,44.34,44.75,0.39,0,7.01,3.51,Riverside County
6065050300,24.017293471980999,46.797781139687302,45-50%,13390,19.37,73.41,7.22,30.97,38.13,8.18,1.01,15.16,6.56,Riverside County
6065050400,18.355653880318101,33.610690872415503,30-35%,10943,18.09,73.58,8.32,37.45,46.5,2.66,0,8.79,4.6,Riverside County
6065050500,24.6550806639504,48.071104387292003,45-50%,15912,15.95,76.67,7.38,38.81,35.77,8.17,0.48,11.92,4.85,Riverside County
6065050600,24.416653445405601,47.655068078668698,45-50%,7748,12.15,71.27,16.58,28.02,55.82,10.03,0.53,2.08,3.52,Riverside County
6065050700,16.840567794306398,30.0680786686838,30-35%,12772,15.42,75.73,8.85,28.67,44.39,9.47,0,8.64,8.84,Riverside County
6065050900,28.367160127361299,55.6606152294503,55-60%,4682,12,80.99,7.01,30.2,39.02,7.75,2.16,13.61,7.26,Riverside County
6065051100,20.122104367117402,37.7458396369138,35-40%,7242,14.79,77.15,8.06,43.36,12.43,31.57,0,11.31,1.34,Riverside County
6065051200,33.593756595819997,65.153807362581901,65-70%,5113,10.68,79.01,10.31,50.93,39.33,1.8,0.45,6.32,1.17,Riverside County
6065051300,25.308578906829801,49.470499243570401,45-50%,9719,13.97,69.26,16.77,44.03,44.67,3.21,2.01,3.92,2.17,Riverside County
6065051400,4.9948091246751503,3.0509329299041901,1-5% (lowest scores),6755,0,13.81,86.19,4.01,89.89,3.57,0,0.34,2.19,Riverside County
6065940100,NA,NA,NA,171,0,48.54,51.46,14.04,76.02,0,0,9.94,0,Riverside County
6065940400,42.099469183074802,78.202218860312698,75-80%,6818,11.07,80.8,8.13,95.57,2.17,1.04,0.31,0.37,0.54,Riverside County
6065940500,10.013677074347299,12.9727685325265,10-15%,2150,0.14,51.12,48.74,5.95,89.12,1.02,0.6,1.91,1.4,Riverside County
6065940600,8.1711289598415799,8.8754412506303595,5-10%,3183,3.49,45.93,50.58,12.22,76.94,1.6,0.91,5.22,3.11,Riverside County
6065940700,11.701293614819299,17.070095814422601,15-20%,2798,4.57,50.64,44.78,15.83,76.23,1.72,0.82,3.97,1.43,Riverside County
6065940800,8.7873727871404395,10.173978819969699,10-15%,2748,1.46,47.23,51.31,10.88,83.15,0.91,0.51,2.73,1.82,Riverside County
6065940900,9.1970982241520396,11.043872919818501,10-15%,2097,1.48,43.59,54.94,11.11,81.45,2.24,0.24,3.24,1.72,Riverside County
6065941000,14.423645591213701,24.079677256681801,20-25%,3832,3.11,51.72,45.17,12.81,75.99,3.91,3.29,1.49,2.51,Riverside County
6065941100,13.588448170292301,21.949067070095801,20-25%,2072,1.79,32.87,65.35,6.76,90.3,0.29,0.1,1.45,1.11,Riverside County
6065941200,13.2543956950535,21.0665658093797,20-25%,2735,3.62,59.01,37.37,15.06,73.64,3.07,0.18,5.3,2.74,Riverside County
6065941300,12.899074103529999,20.2218860312658,20-25%,3366,4.72,63.84,31.43,20.53,65.51,7.13,0.59,4.72,1.52,Riverside County
6065941400,18.585186542774402,34.152798789712598,30-35%,3872,6.79,64.82,28.38,28.18,58.57,5.99,0.36,4.47,2.43,Riverside County
6065941500,18.589636070585001,34.178013111447299,30-35%,5080,19.9,68.15,11.95,45.18,37.32,8.84,6.52,0.37,1.77,Riverside County
6065980004,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riverside County
6065981000,NA,NA,NA,6196,0,99,1,57.65,16.87,18.33,1.28,3.39,2.49,Riverside County
6067000100,8.8067734467661403,10.2118003025719,10-15%,3871,12.71,67.24,20.05,10.77,82.54,0.34,0.31,2.35,3.69,Sacramento County
6067000200,3.7711161095763899,1.1598587997982901,1-5% (lowest scores),3755,12.65,68.84,18.51,12.94,74.59,0.11,0,5.06,7.3,Sacramento County
6067000300,16.9724919578262,30.446293494704999,30-35%,3418,10.8,69.95,19.25,13.14,75.57,1.38,0.23,7.55,2.14,Sacramento County
6067000400,24.403111263719801,47.6172465960666,45-50%,3933,5.95,84.57,9.48,20.85,63.13,6,1.2,2.42,6.41,Sacramento County
6067000500,43.6885765701061,80.358043368633403,80-85%,3461,11.85,79.08,9.07,26.06,53.54,7.19,0.92,3.73,8.55,Sacramento County
6067000600,45.678555850384903,82.829046898638396,80-85%,1123,1.87,86.38,11.75,27.16,55.92,9.62,0,4.19,3.12,Sacramento County
6067000700,59.742693876683298,95.549672213817402,95-100% (highest scores),2567,0,78.18,21.82,18.89,28.28,29.88,1.52,16.17,5.26,Sacramento County
6067000800,35.169310950877502,67.851739788199694,65-70%,1703,0,73.4,26.6,10.04,69.88,6.81,0,8.87,4.4,Sacramento County
6067001101,42.200040738097002,78.303076147251602,75-80%,2583,6.7,82.85,10.45,14.79,50.75,20.75,0.66,7.28,5.77,Sacramento County
6067001200,31.008121246737801,60.640443772062497,60-65%,3527,4.34,84.21,11.45,17.78,64.42,6.52,0.88,9.3,1.11,Sacramento County
6067001300,32.056387202931496,62.493696419566298,60-65%,3231,3.62,88.58,7.8,20.3,63.2,4.36,0.62,6.99,4.52,Sacramento County
6067001400,25.4676894192418,49.798285426122,45-50%,2362,1.78,75.49,22.73,16.47,67.53,6.48,0,4.91,4.61,Sacramento County
6067001500,15.483758916044399,26.601109430156299,25-30%,4723,9.44,68.35,22.21,9.78,76.18,2.14,0,6.39,5.5,Sacramento County
6067001600,9.8634017160700598,12.5567322239032,10-15%,6023,13.27,70.99,15.74,19.29,66.43,1.41,0.28,6.64,5.94,Sacramento County
6067001700,36.359349375104998,69.692385274836099,65-70%,5513,9.43,71.98,18.59,17.43,66.72,1.31,0,7.93,6.62,Sacramento County
6067001800,34.084292003246297,66.011094301563304,65-70%,5152,7.76,83.07,9.16,23.35,49.42,10.85,0,10.73,5.65,Sacramento County
6067001900,28.7617652973308,56.467473524962202,55-60%,3123,6.72,83.61,9.67,18.67,64.43,2.63,0,8.68,5.6,Sacramento County
6067002000,50.786101602709003,88.628340897629897,85-90%,2617,3.06,81.7,15.25,21.28,39.05,4.55,0.31,25.45,9.36,Sacramento County
6067002100,36.1240133074309,69.377206253151797,65-70%,2096,4.77,87.26,7.97,19.23,45.8,6.92,1.86,21.61,4.58,Sacramento County
6067002200,42.648532902830397,78.895612708018206,75-80%,5103,26.1,66.45,7.45,27.45,32.49,14.58,0,18.18,7.29,Sacramento County
6067002300,16.397247685360099,28.782148260211802,25-30%,3358,8.99,74.24,16.77,19.62,69.83,1.25,0,3.6,5.69,Sacramento County
6067002400,17.686328156086201,32.009581442259197,30-35%,4772,13.5,64.75,21.75,11.13,72.69,3.65,0,6.75,5.78,Sacramento County
6067002500,12.859626082987401,20.1084215834594,20-25%,1613,7.01,59.76,33.23,14.07,73.96,2.54,0.31,6.45,2.67,Sacramento County
6067002600,15.4358432277223,26.512859304084699,25-30%,2448,6.82,77.08,16.09,14.62,63.64,4.62,0,9.88,7.23,Sacramento County
6067002700,37.933633293446,72.012102874432699,70-75%,3404,8.96,83.84,7.2,31.61,37.4,17.22,2,4.52,7.26,Sacramento County
6067002800,32.2866446581491,62.897125567322199,60-65%,3814,13.11,75.64,11.25,40.43,22.76,20.98,3.38,5.14,7.32,Sacramento County
6067002900,36.787854341442298,70.284921835602603,70-75%,5016,9.39,73.98,16.63,22.93,66.73,2.89,0,3.79,3.67,Sacramento County
6067003000,28.720743396304901,56.341401916288397,55-60%,7450,9.21,72.62,18.17,33.49,38.46,13.99,0,8.39,5.68,Sacramento County
6067003101,33.544857681668702,65.078164397377705,65-70%,3479,13.57,74.39,12.04,57.86,29.55,3.62,0.8,6.26,1.9,Sacramento County
6067003102,24.458390525698899,47.718103883005497,45-50%,3158,9.37,79.23,11.4,42.59,31.89,9.72,0,6.52,9.28,Sacramento County
6067003202,40.564573678997,75.970751386787697,75-80%,5098,12.91,73.03,14.06,35.45,21.54,6.43,0.24,32.27,4.08,Sacramento County
6067003203,29.830119722679299,58.371154815935498,55-60%,2680,9.93,77.87,12.2,27.54,8.06,7.13,0,52.2,5.07,Sacramento County
6067003204,42.119819372491797,78.240040342914796,75-80%,4965,12.85,77.14,10.01,36.46,8.52,7.53,0,42.26,5.24,Sacramento County
6067003300,22.058079457590001,42.233988905698403,40-45%,4548,12.25,65.94,21.81,19.46,58,2.88,0.4,15.77,3.5,Sacramento County
6067003400,23.857897375922398,46.381744831063997,45-50%,3929,9.9,64.21,25.88,25.88,44.49,8.25,1.32,14.84,5.22,Sacramento County
6067003501,34.163092848030601,66.187594553706504,65-70%,2393,11.07,72.88,16.05,26.95,46.97,4.3,0,17.51,4.26,Sacramento County
6067003502,25.025967855048599,48.802319717599602,45-50%,2638,12.36,68.27,19.37,28.01,43.14,4.78,0,19.22,4.85,Sacramento County
6067003600,43.759891394290101,80.496722138174505,80-85%,2767,13.62,75.61,10.77,47.71,34.12,5.28,0.87,10.55,1.48,Sacramento County
6067003700,43.8182021227435,80.572365103378701,80-85%,4496,21.98,69.64,8.39,51.56,16.3,9.81,0,18.5,3.83,Sacramento County
6067003800,34.542463979849998,66.792738275340398,65-70%,5674,11.51,74.3,14.19,41.54,15.19,24.53,0.04,16.62,2.08,Sacramento County
6067003900,23.289673172650801,45.108421583459403,45-50%,3267,7.56,69.24,23.2,27.73,47.63,2.72,0,17.75,4.16,Sacramento County
6067004001,22.926164220379,44.288956127080198,40-45%,5832,10.89,65.45,23.66,28.05,28.57,9.28,0,25.8,8.3,Sacramento County
6067004004,12.6096294508367,19.427634896621299,15-20%,5986,6.41,67.84,25.74,16.64,41.55,9.41,0,26.11,6.3,Sacramento County
6067004005,16.6748191317749,29.563792233988899,25-30%,4367,7.9,60.22,31.88,9.66,40.23,17.43,0,26.86,5.82,Sacramento County
6067004006,17.964587895796999,32.602118003025701,30-35%,5346,13.51,69.4,17.1,21.23,35.88,12.51,0,23.57,6.81,Sacramento County
6067004008,10.0015060138255,12.9349470499244,10-15%,3666,11.46,69.8,18.74,18.82,43.86,2.97,0,26.19,8.16,Sacramento County
6067004009,12.547672910307,19.276348966212801,15-20%,4991,9.18,73.69,17.13,23.72,30.39,8.9,0.38,29.81,6.79,Sacramento County
6067004010,21.886684456869499,41.969238527483597,40-45%,5981,17.52,63.7,18.78,18.43,29.78,16.94,0.2,25,9.66,Sacramento County
6067004011,10.8806093580842,15.204236006051399,15-20%,3111,8.33,68.47,23.21,9.16,40.79,6.46,0.29,41.01,2.28,Sacramento County
6067004012,15.545783384967701,26.790216843166899,25-30%,3655,12.31,69.66,18.03,23.12,33.63,11.52,0,28.65,3.09,Sacramento County
6067004100,31.683807246751101,61.7876954109935,60-65%,5107,15.49,69.98,14.53,29.76,12.79,16.19,0,39.98,1.27,Sacramento County
6067004201,30.610203433258398,59.8714069591528,55-60%,5707,14.44,71.75,13.81,43.18,13.88,21.57,0,17.35,4.03,Sacramento County
6067004202,29.368275154854899,57.5516893595562,55-60%,6353,16.87,65.61,17.52,41.19,12.67,20.53,0.61,21.89,3.1,Sacramento County
6067004203,29.1435930179941,57.123045890065598,55-60%,5583,21.26,69.37,9.37,33.15,7.15,18.99,0,32.99,7.72,Sacramento County
6067004300,39.226078748478002,73.802319717599602,70-75%,9867,20.71,68.02,11.27,20.48,7.37,19.77,0,42.5,9.88,Sacramento County
6067004401,37.280182831610901,70.940494200705999,70-75%,3788,7.31,76.32,16.37,34.32,21.15,24.45,0,16.71,3.38,Sacramento County
6067004402,33.8034099516277,65.519415027735704,65-70%,4295,14.39,74.18,11.43,49.45,13.41,11.53,0,21.42,4.19,Sacramento County
6067004501,46.209701083219997,83.497226424609195,80-85%,3463,16.55,73.32,10.14,48.69,8.69,10.83,0,28.91,2.89,Sacramento County
6067004502,56.198837265804897,93.343419062027195,90-95%,5407,18.31,75.07,6.62,47.73,12.1,13.15,0.55,18.85,7.62,Sacramento County
6067004601,41.7261881107882,77.672718103883,75-80%,8155,16.31,74.96,8.73,36.25,15.02,15.01,0,20.06,13.66,Sacramento County
6067004602,49.0995203970202,86.850731215330299,85-90%,5725,24.26,67.16,8.58,56.3,18.78,5.73,0.44,10.03,8.73,Sacramento County
6067004701,48.1520400841694,85.678265254664694,85-90%,3318,21.19,68.17,10.64,34.72,15.55,11.63,0.6,22.94,14.56,Sacramento County
6067004702,50.468624205700898,88.350983358547694,85-90%,4946,20.44,70.22,9.34,39,12.35,18.94,0.81,24.76,4.12,Sacramento County
6067004801,37.016190115751201,70.612708018154294,70-75%,5931,12.59,72.01,15.39,21.26,17.69,8.58,0,49.3,3.17,Sacramento County
6067004802,43.602510180345099,80.244578920826996,80-85%,5177,12.3,76.57,11.13,35.87,12.44,13.56,0.44,31.58,6.1,Sacramento County
6067004903,32.743147441775399,63.603126575895097,60-65%,7493,15.71,77.07,7.22,25.44,12.28,19.28,0.37,32.69,9.93,Sacramento County
6067004904,43.830248089342099,80.597579425113494,80-85%,5824,13.89,72.89,13.22,38.55,22.77,14.37,0,19.97,4.34,Sacramento County
6067004905,39.689873268933702,74.495713565305095,70-75%,7492,18.57,66.18,15.26,30.37,16.91,25.8,0.23,24.42,2.28,Sacramento County
6067004906,24.352704981956698,47.491174987392803,45-50%,3290,14.95,73.34,11.7,35.78,13.13,27.02,0,20.91,3.16,Sacramento County
6067005001,44.6717760999909,81.580937972768496,80-85%,8176,11.25,70.98,17.77,33.65,14.9,9.74,1.52,38.94,1.26,Sacramento County
6067005002,54.963454479363698,92.523953605648003,90-95%,7108,21.51,65.04,13.45,42.29,20.82,11.82,2.24,19.81,3.02,Sacramento County
6067005101,44.684235096798297,81.593545133635899,80-85%,3787,9.8,75.57,14.63,21.79,18.09,9.16,0,46.1,4.86,Sacramento County
6067005102,34.420077197053502,66.540595057992903,65-70%,4654,13.39,68.2,18.41,31.2,27.93,8.34,0,25.92,6.62,Sacramento County
6067005201,41.6342583576237,77.521432173474494,75-80%,3707,2.48,96.95,0.57,38.04,26.95,17.99,0.19,11.38,5.45,Sacramento County
6067005202,26.436575255898202,51.790216843166903,50-55%,3831,8.67,72.64,18.69,31.82,53.35,2.38,0,7.28,5.17,Sacramento County
6067005204,25.0050341267055,48.726676752395399,45-50%,4476,14.57,64.68,20.76,16.18,64.3,7.6,0.47,7.42,4.04,Sacramento County
6067005205,53.502915678070899,91.326273323247605,90-95%,2400,3.46,78.58,17.96,40.13,39.54,7.58,0,10.67,2.08,Sacramento County
6067005301,68.709352236929902,98.802319717599602,95-100% (highest scores),1598,16.96,76.41,6.63,24.53,28.6,40.05,0,3.32,3.5,Sacramento County
6067005402,33.569630590311498,65.103378719112499,65-70%,2729,10.96,75.16,13.89,33.02,46.02,3.81,0.26,12.75,4.14,Sacramento County
6067005403,23.1217897129725,44.805849722642499,40-45%,2518,0.36,64.3,35.35,26.73,60.25,2.82,0,9.45,0.75,Sacramento County
6067005404,17.127075619886998,30.635400907715599,30-35%,5440,8.35,69.17,22.48,11.62,72.52,2.21,0.92,8.22,4.52,Sacramento County
6067005502,55.711162015745003,93.040847201210298,90-95%,5779,17.91,74.42,7.67,48.42,29,10.76,0,5.9,5.92,Sacramento County
6067005505,42.797437223203801,79.185577407967699,75-80%,5997,15.72,71.87,12.41,28.41,47.62,13.01,0,0.9,10.06,Sacramento County
6067005506,35.411277167865201,68.204740292486093,65-70%,3843,14.23,80.51,5.26,32.76,33.67,21.52,0,5.67,6.38,Sacramento County
6067005508,26.599597831366399,52.218860312657597,50-55%,3338,8.9,77.35,13.75,25.34,43.35,14.14,0.96,10.25,5.96,Sacramento County
6067005509,29.616430872358599,58.0433686333838,55-60%,2122,5.75,86.9,7.35,17.81,37.51,22.71,0,18.47,3.49,Sacramento County
6067005510,27.633141029807899,54.147755925365601,50-55%,5522,19.5,72.71,7.79,33.52,40.24,13,0.62,8.4,4.22,Sacramento County
6067005601,36.4197975236197,69.755421079173004,65-70%,5969,13.77,65.25,20.98,6.82,53.63,16.18,0.32,13.75,9.3,Sacramento County
6067005605,23.672706971853799,45.7892082702975,45-50%,3890,18.82,71.08,10.1,27.74,44.6,14.5,0,7.38,5.78,Sacramento County
6067005606,19.389454426339199,35.930408472012097,35-40%,4405,10.96,72.1,16.94,19.82,63.9,2.72,0,9.24,4.31,Sacramento County
6067005701,17.264211763440201,30.9505799293999,30-35%,3143,11.61,68.31,20.08,7.83,70.63,9.39,0,5.63,6.52,Sacramento County
6067005702,12.2415242516664,18.5703479576399,15-20%,4864,11.64,68.22,20.15,10.16,81.19,0.76,0,5.39,2.51,Sacramento County
6067005801,16.193461140417799,28.391326273323202,25-30%,5304,10.71,72.34,16.95,19.49,68.44,3.83,0,4.55,3.7,Sacramento County
6067005803,13.139449975703799,20.7892082702975,20-25%,3606,8.1,64.34,27.57,7.49,77.87,0.25,0,10.18,4.22,Sacramento County
6067005804,6.1791563886210996,5.0554715078164403,5-10%,2425,11.84,58.47,29.69,7.59,80.82,0,0,6.89,4.7,Sacramento County
6067005901,11.1601411518331,15.834594049420099,15-20%,6428,8.42,59.89,31.69,10.49,74.7,2.85,0.22,9.46,2.29,Sacramento County
6067005903,23.2178271380536,44.957135653050898,40-45%,2837,12.72,77.58,9.69,7.97,60.06,15.4,0,2.11,14.45,Sacramento County
6067005904,30.546132640018001,59.707513867876898,55-60%,4884,5.32,79.71,14.97,9.52,73.89,4.28,0.12,5.43,6.76,Sacramento County
6067006002,40.044807585396299,74.987392839132596,70-75%,4566,14.3,69.49,16.21,17.06,62,6.81,2.26,5.43,6.44,Sacramento County
6067006003,38.268045893307097,72.566817952597106,70-75%,4960,12.96,73.79,13.25,23.67,50.36,9.33,0.22,6.76,9.66,Sacramento County
6067006004,17.843568873647602,32.349974785678299,30-35%,2438,8.7,73.67,17.64,12.14,72.15,6.19,0.29,4.22,5,Sacramento County
6067006101,44.206764999250197,81.114473020675703,80-85%,4886,19.12,63.1,17.79,23.15,57.39,9.27,0,1.58,8.62,Sacramento County
6067006102,41.1784732756539,76.891074130105906,75-80%,3367,14.2,69.91,15.89,21.86,51.2,14.49,0,7.19,5.26,Sacramento County
6067006201,48.193461771151298,85.728693898134097,85-90%,7359,20.89,66.1,13.02,28.97,37.78,12.34,1.03,5.87,14.01,Sacramento County
6067006202,52.5550586016236,90.569843671205206,90-95%,3644,13.72,74.7,11.58,34.11,33.7,19.51,0.96,5.71,6.01,Sacramento County
6067006300,51.063015303556,88.9056984367121,85-90%,5161,13.52,75.61,10.87,49.54,32.84,9.88,0.89,5.25,1.59,Sacramento County
6067006400,57.442046173685704,94.125063035804303,90-95%,5521,14.04,77.27,8.69,53.03,28.53,8.86,0.25,5.54,3.79,Sacramento County
6067006500,46.708377415056503,84.0897629853757,80-85%,7004,17.26,75.36,7.38,30.63,15.35,20.66,0.44,27.63,5.3,Sacramento County
6067006600,44.083937056773003,80.975794251134602,80-85%,7385,14.41,77.37,8.22,38.98,26.23,14.37,0.88,15.35,4.2,Sacramento County
6067006701,43.627506009402502,80.295007564296498,80-85%,9349,14.59,75.02,10.39,40.99,17.01,13.52,0,25.77,2.72,Sacramento County
6067006702,47.7429942791332,85.1613716591024,85-90%,7927,17.79,73.46,8.75,35.16,17.77,17.37,0,23.76,5.94,Sacramento County
6067006800,43.1938740363764,79.803328290468997,75-80%,7168,15.83,77.08,7.09,62.33,13.98,7.49,2.27,8.75,5.18,Sacramento County
6067006900,56.366235020592597,93.507312153303104,90-95%,4858,11.65,75.69,12.66,34.54,38.31,15.48,0,8.11,3.56,Sacramento County
6067007001,45.708654034363001,82.879475542107897,80-85%,4205,17.22,75.67,7.11,55.12,19.98,8.68,2.43,11.34,2.45,Sacramento County
6067007004,32.045597085842601,62.481089258698901,60-65%,7953,14.64,79.99,5.37,43.2,18.23,19.43,0.91,13.98,4.25,Sacramento County
6067007007,43.167484078417402,79.740292486132105,75-80%,5756,18.82,69.63,11.55,57.12,18.78,13.55,0.28,6.93,3.34,Sacramento County
6067007010,36.424344559665101,69.780635400907698,65-70%,3878,12.17,80.25,7.58,20.32,42.08,11.42,0,22.48,3.69,Sacramento County
6067007011,33.963869222858698,65.758951084215795,65-70%,6865,15.72,78.31,5.97,41.7,20.64,13.37,0,17.19,7.09,Sacramento County
6067007012,20.5439247212848,38.9056984367121,35-40%,3452,16.48,74.39,9.13,37.78,34.36,18.4,0,3.94,5.53,Sacramento County
6067007013,19.4732070130725,36.1195158850227,35-40%,3149,13.94,78.88,7.18,38.96,18.61,12.29,1.05,20.96,8.13,Sacramento County
