Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%),County
6067007014,24.540883567009999,47.844175491679302,45-50%,7336,13.09,76.8,10.11,41.92,25.74,16.98,0.16,7.66,7.54,Sacramento County
6067007015,24.626244037217401,48.020675743822501,45-50%,6158,14.6,72.7,12.7,26.78,31.28,17.65,0.28,19.25,4.77,Sacramento County
6067007016,27.360279929223299,53.668683812405398,50-55%,6040,18.38,71.44,10.18,19.78,26.84,13.69,0,34.37,5.31,Sacramento County
6067007017,25.598058110384699,50.100857286938997,50-55%,3309,17.32,73.07,9.61,30.19,29.95,15.5,0,20.28,4.08,Sacramento County
6067007018,26.737932824983702,52.483610690872403,50-55%,6096,16.22,76,7.78,15.03,27.33,12.81,0.26,41.09,3.48,Sacramento County
6067007019,22.8709465794125,44.125063035804303,40-45%,1461,17.25,78.58,4.18,30.73,8.35,39.22,0,17.73,3.97,Sacramento County
6067007020,26.095346493624401,51.084215834593998,50-55%,4336,13.26,76.38,10.36,23.02,49.52,8.76,0,12.47,6.23,Sacramento County
6067007101,NA,NA,NA,312,26.92,65.71,7.37,0,100,0,0,0,0,Sacramento County
6067007102,14.870622136387301,25.201714573878,25-30%,8662,12.1,58.13,29.77,11.83,39.4,16.39,1.73,27.76,2.87,Sacramento County
6067007103,12.819532610544099,19.982349974785699,15-20%,3869,16.08,78.44,5.48,12.79,34.53,15.04,1.19,29.31,7.13,Sacramento County
6067007104,6.8964198461756796,6.55572365103379,5-10%,8397,13.91,80.27,5.82,15.47,35.58,13.14,0,25.82,9.99,Sacramento County
6067007105,10.4573165709678,13.9939485627837,10-15%,7100,12.85,78.15,9,20.46,30.55,11.44,0,33.89,3.66,Sacramento County
6067007106,10.599306499528,14.397377710539599,10-15%,8420,10.38,81.15,8.47,31,30.37,9.87,1.27,20.62,6.88,Sacramento County
6067007107,15.026825844908499,25.617750882501301,25-30%,3808,14.34,73.82,11.84,14.65,36.03,15.36,0.63,26.02,7.3,Sacramento County
6067007202,29.091134529970599,57.022188603126601,55-60%,4630,16.2,70.28,13.52,21.6,63.26,1.38,0,9.59,4.17,Sacramento County
6067007204,25.834609285182701,50.693393847705501,50-55%,4917,16.17,74.29,9.54,27.8,36.3,13.59,0.33,19.16,2.83,Sacramento County
6067007206,19.1252868315696,35.463943519919297,35-40%,4274,9.94,72.48,17.57,14.6,74.99,2.71,1.92,2.5,3.28,Sacramento County
6067007207,13.151541175278201,20.814422592032301,20-25%,4835,11.87,77.95,10.18,22.25,58.84,0.48,0.17,15.24,3.02,Sacramento County
6067007208,18.4813810619526,33.888048411497699,30-35%,4608,15.34,72.35,12.3,17.27,68.75,3.43,0,9.2,1.35,Sacramento County
6067007209,18.167927535070302,33.093797276853302,30-35%,3618,16.92,69.29,13.79,23.55,64.93,4.42,0.25,3.79,3.07,Sacramento County
6067007301,45.690049471840098,82.8416540595058,80-85%,5067,16.74,73.22,10.05,29.82,40.81,17.58,0.18,4.01,7.6,Sacramento County
6067007402,29.486620476735901,57.791225416036298,55-60%,6213,12.23,72.33,15.44,38.37,44.29,8.13,0.11,4.64,4.46,Sacramento County
6067007403,30.7166916787654,60.136157337367599,60-65%,5422,15.44,74.27,10.29,28.03,43.03,19.31,0.37,0.9,8.35,Sacramento County
6067007406,28.370965455430699,55.673222390317697,55-60%,8862,14.08,76,9.92,26.4,48.09,14.83,0,7.82,2.85,Sacramento County
6067007413,54.698156430068501,92.284417549167898,90-95%,7438,22.34,66.08,11.58,22.65,52.12,9.2,0.23,9.8,6,Sacramento County
6067007414,20.553745330850099,38.943519919314198,35-40%,4786,15.57,75.87,8.57,28.31,45.97,8.61,0.23,7.96,8.92,Sacramento County
6067007415,24.5503367928718,47.869389813414003,45-50%,3529,15.73,69.74,14.54,14.45,64.52,11.56,0,6.01,3.46,Sacramento County
6067007416,21.669852966831801,41.452344931921303,40-45%,4223,13.33,73.05,13.62,29.48,52.29,4.81,0,7.34,6.09,Sacramento County
6067007417,12.8233640844264,19.994957135653099,15-20%,3285,13.21,74.19,12.6,16.13,57.44,6.15,0,15.49,4.78,Sacramento County
6067007421,15.6131941097505,26.928895612708001,25-30%,9610,14.09,77.68,8.23,6.41,65.19,8.36,0.06,16.19,3.79,Sacramento County
6067007422,29.4945373229897,57.816439737771098,55-60%,2709,17.02,77.37,5.61,30.23,57.66,6.5,0,2.55,3.06,Sacramento County
6067007423,27.430594006002799,53.845184064548697,50-55%,5710,21.37,72.43,6.2,22.77,41.59,23.96,0.44,2.63,8.62,Sacramento County
6067007424,36.917534801527701,70.461422087745802,70-75%,3852,15.26,76.71,8.02,24.69,48.55,12.98,0,5.51,8.28,Sacramento County
6067007426,16.968602487526599,30.408472012102902,30-35%,2402,12.28,78.27,9.45,11.74,67.15,14.57,0,2.08,4.45,Sacramento County
6067007427,20.320834276123598,38.287947554210803,35-40%,6738,16.27,74.24,9.5,23.39,50.52,8.67,0.18,13.44,3.81,Sacramento County
6067007428,18.142503039981801,33.030761472516403,30-35%,3515,16.39,75.59,8.02,15.31,62.99,4.41,0,10.53,6.77,Sacramento County
6067007429,21.492953286994702,41.111951588502301,40-45%,5232,13.13,79.11,7.76,23.28,37.6,23.7,1.19,7.05,7.19,Sacramento County
6067007430,14.227317559014899,23.5753908219869,20-25%,8936,16.69,77.97,5.35,16.17,60.26,11.28,0.08,10.14,2.07,Sacramento County
6067007431,13.197713127323,20.902672718103901,20-25%,3424,16.3,71.9,11.8,19.28,51.9,7.24,0.35,14.43,6.8,Sacramento County
6067007432,11.394823995745501,16.3640948058497,15-20%,5118,14.83,78.55,6.62,14.99,57.97,8.89,0,7.82,10.34,Sacramento County
6067007433,19.8695006486873,37.1659102370146,35-40%,8155,19.55,71.1,9.36,13.81,57.88,8.58,0,14.79,4.94,Sacramento County
6067007501,42.758781028439699,79.084720121028695,75-80%,6866,16.59,70.81,12.6,20.93,55.67,12.19,0.17,3.71,7.33,Sacramento County
6067007503,36.626234050227097,70.045385779122498,70-75%,5549,16.54,74.39,9.06,19.7,43.56,8.43,4.51,14.83,8.97,Sacramento County
6067007504,32.240533892090802,62.796268280383302,60-65%,2081,9.95,69.58,20.47,21.29,67.85,4.47,1.3,2.84,2.26,Sacramento County
6067007601,25.645773522951298,50.226928895612701,50-55%,6501,9.61,69.17,21.21,15.07,66.01,4.88,0.23,7.05,6.77,Sacramento County
6067007602,24.315891014437199,47.402924861321203,45-50%,4661,11.26,67.35,21.39,10.75,69.45,7.98,0.21,4.05,7.55,Sacramento County
6067007701,32.3767980314922,63.136661623802297,60-65%,7016,12.97,73.89,13.14,17.46,55.13,9.25,0.41,5.97,11.77,Sacramento County
6067007702,13.752498186398601,22.352496217851701,20-25%,4461,7.78,66.98,25.24,14.12,71.64,3.23,0.38,6.54,4.08,Sacramento County
6067007801,21.952333897314698,42.032274331820503,40-45%,5634,10.9,68.19,20.91,9.27,74.85,3.53,0,6.21,6.14,Sacramento County
6067007802,16.6288314230511,29.4125063035804,25-30%,4299,8.82,65.78,25.4,13.84,73.2,1.86,0,3.77,7.33,Sacramento County
6067007903,19.642333556963301,36.611195158850201,35-40%,4730,14.1,64.31,21.59,8.67,78.46,4,0.25,4.61,4.02,Sacramento County
6067007904,9.7124123677682004,12.2541603630862,10-15%,5585,11.96,72.62,15.42,13.72,72.43,0.95,0.36,3.88,8.67,Sacramento County
6067007905,10.4254537515381,13.918305597579399,10-15%,4160,8.89,67.38,23.73,11.68,77.86,0.22,0,6.66,3.58,Sacramento County
6067007906,24.0856038627415,46.936459909228397,45-50%,3814,12.03,68.64,19.32,15.55,70.58,4.01,0.6,2.75,6.5,Sacramento County
6067008005,13.368151988266799,21.381744831064001,20-25%,4542,8.45,67.81,23.73,12.29,79.44,0,0,5.09,3.19,Sacramento County
6067008006,12.230935968364699,18.507312153303101,15-20%,5535,10.79,65.67,23.54,10.48,68.73,2.98,0.33,3.38,14.11,Sacramento County
6067008007,14.4877278574159,24.319213313161899,20-25%,3290,16.66,57.81,25.53,9.03,74.71,4.19,0,5.9,6.17,Sacramento County
6067008008,9.9441652108193495,12.771053958648499,10-15%,4832,7.74,68.67,23.59,9.77,72.76,3.52,0.52,6.13,7.31,Sacramento County
6067008009,14.603569865580299,24.546142208774601,20-25%,4511,12.08,69.59,18.33,13.57,71.43,4.88,0,5.28,4.85,Sacramento County
6067008010,15.860504693243399,27.4836106908724,25-30%,4721,10.27,67.1,22.62,15.67,77.57,0.28,0,3.13,3.35,Sacramento County
6067008111,21.307813337130899,40.569843671205199,40-45%,6321,10.9,72.08,17.02,16.99,77.22,0.73,0,1.87,3.2,Sacramento County
6067008113,21.6992612831,41.540595057992903,40-45%,3657,12.85,76.54,10.61,21.74,68.2,2.6,0.52,1.04,5.91,Sacramento County
6067008117,23.864282293873998,46.394351991931401,45-50%,2429,13.59,71.55,14.86,25.07,63.4,2.63,0,3.38,5.52,Sacramento County
6067008119,14.0936724851594,23.2728189611699,20-25%,6326,15.81,71.78,12.41,18.86,66.68,6.21,0,2.4,5.85,Sacramento County
6067008120,12.502320781214801,19.238527483610699,15-20%,4946,12.37,73.25,14.38,19.57,67.75,2.75,0.77,3.3,5.86,Sacramento County
6067008122,8.0500277609016404,8.6359051941502791,5-10%,3591,9.38,71.26,19.35,10.25,72.24,3.87,0,7.07,6.57,Sacramento County
6067008124,9.4637075974174394,11.5859808371155,10-15%,4806,12.84,67.12,20.04,11.03,79.28,1.77,0.37,5.12,2.43,Sacramento County
6067008125,8.4520424420782696,9.5436207766011094,5-10%,5104,8.68,68.97,22.36,16.32,66.54,4.7,1.27,5.78,5.39,Sacramento County
6067008127,19.565340975421499,36.3842662632375,35-40%,5091,14.99,74.09,10.92,19.31,72.38,0.33,0.79,4.54,2.65,Sacramento County
6067008128,26.178382273170602,51.285930408471998,50-55%,2493,8.9,73.37,17.73,25.83,65.86,0.36,0.84,3.69,3.41,Sacramento County
6067008129,21.849478992112498,41.880988401411997,40-45%,3030,8.02,70.1,21.88,20.07,69.11,2.97,0,3.2,4.65,Sacramento County
6067008130,20.904867830019199,39.8386283408976,35-40%,3730,9.2,75.23,15.58,23.49,60.62,3.62,1.29,5.09,5.9,Sacramento County
6067008131,32.325579568665297,63.010590015128599,60-65%,5302,11.79,71.65,16.56,20.67,63.43,6.15,0,1.79,7.96,Sacramento County
6067008132,20.609019776056201,39.094805849722597,35-40%,3990,9.32,65.49,25.19,10.85,70.55,8.82,0.38,4.84,4.56,Sacramento County
6067008133,21.233895399642702,40.4185577407968,40-45%,2874,11.38,77.11,11.52,14.34,67.64,8.04,0.38,6.4,3.2,Sacramento County
6067008134,21.286330483801098,40.5068078668684,40-45%,5252,12.95,72.52,14.53,23.31,63.48,4.59,0,5.46,3.16,Sacramento County
6067008135,25.300833860861001,49.457892082702998,45-50%,4416,10.3,66.33,23.37,17.78,72.8,1,0,5.05,3.37,Sacramento County
6067008136,19.252142097611799,35.728693898134097,35-40%,2332,7.72,71.01,21.27,11.41,78.04,0.9,0,8.23,1.42,Sacramento County
6067008137,14.194770710959,23.512355017649998,20-25%,2420,12.85,71.4,15.74,4.96,90,3.06,0,0.91,1.07,Sacramento County
6067008138,19.3665112266386,35.879979828542602,35-40%,3843,12.13,71.77,16.11,23.81,60.42,7.68,0,6.3,1.8,Sacramento County
6067008139,18.5107383051275,33.976298537569299,30-35%,3720,10.54,74.97,14.49,21.94,60.59,7.61,0.51,3.44,5.91,Sacramento County
6067008140,14.442664682217201,24.155320221886001,20-25%,3059,12.59,67.9,19.52,13.86,76.69,3.73,0.98,1.21,3.53,Sacramento County
6067008141,25.285766964854599,49.407463439233503,45-50%,7038,12.67,76.03,11.3,27.86,57.8,6.05,0.7,3.58,4.01,Sacramento County
6067008142,16.971783099965801,30.433686333837599,30-35%,3731,13.27,78.83,7.91,24.69,64.19,1.72,0.94,5.18,3.3,Sacramento County
6067008143,13.2145094722056,20.9657085224407,20-25%,4142,10.99,74.94,14.08,21.34,73.47,2.03,0,1.47,1.69,Sacramento County
6067008144,8.2864434032644692,9.1149773071104399,5-10%,2847,16.16,68.74,15.1,12.36,73.69,1.12,0,6.92,5.9,Sacramento County
6067008145,6.1735783988712498,5.0176500252143201,5-10%,7348,10.94,73.56,15.5,13.87,72.26,3.46,0,2.86,7.55,Sacramento County
6067008203,11.171958777254099,15.8472012102874,15-20%,4478,9.51,63.06,27.42,9.67,78.14,4.31,0.8,1.03,6.05,Sacramento County
6067008204,8.0309701368149504,8.5728693898134107,5-10%,4775,11.92,68.61,19.48,14.49,73.32,0.88,0.15,1.42,9.74,Sacramento County
6067008206,14.4262497843873,24.104891578416499,20-25%,6226,13.62,73.51,12.87,15.11,74.9,0.18,0.84,5.38,3.6,Sacramento County
6067008207,12.4294706368129,19.036812909732699,15-20%,4178,8.5,76.74,14.77,5.17,85.38,1.58,0.6,1.2,6.08,Sacramento County
6067008208,18.476958879377801,33.850226928895601,30-35%,4951,14.24,73.12,12.64,15.41,73.78,0.44,0.12,2.93,7.31,Sacramento County
6067008209,4.2771259300135496,2.0297528996469998,1-5% (lowest scores),4658,9.92,68.66,21.43,12.07,74.43,2.1,0,6.2,5.2,Sacramento County
6067008210,6.4841785024655598,5.6984367120524499,5-10%,5894,10.1,59.26,30.64,10.71,80.64,0.07,0,2.63,5.96,Sacramento County
6067008211,9.8697917690455004,12.5819465456379,10-15%,2799,7.18,67.38,25.44,8.4,84.39,0.5,1.04,0.79,4.89,Sacramento County
6067008402,10.651459020456199,14.523449319213301,10-15%,5724,13.66,71.44,14.9,13.71,74.63,0.31,2.41,3.95,4.98,Sacramento County
6067008403,9.7624590020138697,12.3676248108926,10-15%,6561,15.15,72.78,12.07,14.04,59.38,0.53,0,19.26,6.78,Sacramento County
6067008404,15.307591592343501,26.222894604135099,25-30%,3623,12.45,75.19,12.37,21.67,67.95,0.17,0.25,5.58,4.39,Sacramento County
6067008501,3.6678222566362,1.1220373171961699,1-5% (lowest scores),7012,12.01,74.7,13.29,10.77,62.64,0,0,23.93,2.67,Sacramento County
6067008504,11.914678717575701,17.675239536056502,15-20%,5137,13.32,77.81,8.88,14.39,62.82,3.08,0.16,13.78,5.78,Sacramento County
6067008505,3.4201804139800802,0.99596570852244104,1-5% (lowest scores),2248,12.77,73.67,13.57,5.43,68.59,0.27,0,19.66,6.05,Sacramento County
6067008506,5.9044457531209904,4.5133635905194103,1-5% (lowest scores),2743,8.31,72.58,19.1,11.99,40.14,3.5,0,39.45,4.92,Sacramento County
6067008507,7.09122479208449,6.89611699445285,5-10%,4007,15.8,74.52,9.68,11.13,65.31,1.4,0.2,16.64,5.32,Sacramento County
6067008508,11.620884881937,16.8557740796773,15-20%,7614,8.87,82.09,9.05,8.73,54.61,0.59,0.09,29.62,6.36,Sacramento County
6067008509,3.82045874079567,1.2228946041351501,1-5% (lowest scores),4960,17.94,72.88,9.17,7.34,64.98,0.22,0,21.23,6.23,Sacramento County
6067008510,4.8550402176771499,2.8240040342914798,1-5% (lowest scores),4946,12.7,77.21,10.09,15.22,68.42,0,0,10.9,5.46,Sacramento County
6067008512,5.3806229673744097,3.6686838124054502,1-5% (lowest scores),4552,13.6,80.05,6.35,4.7,60.46,2.66,0,30.21,1.98,Sacramento County
6067008513,6.9048604148925099,6.6061522945032802,5-10%,3620,18.84,73.04,8.12,3.9,53.56,0.3,0,35.72,6.52,Sacramento County
6067008600,20.646444619568001,39.183055975794304,35-40%,6999,7.14,62.75,30.1,12.47,75.35,5.14,0.64,3.67,2.71,Sacramento County
6067008702,14.7299657529852,24.848714069591502,20-25%,2713,4.13,59.68,36.2,2.1,81.39,0.63,0,12.68,3.21,Sacramento County
6067008703,35.413326382169998,68.217347453353497,65-70%,4984,7.7,67.7,24.6,5.9,60.93,2.77,0.28,25.24,4.88,Sacramento County
6067008704,12.242843195276,18.5829551185073,15-20%,3781,23.22,70.19,6.59,13.91,42.63,8.97,1.03,30.18,3.28,Sacramento County
6067008705,25.498604305146401,49.861321230458898,45-50%,8532,19.19,73.5,7.31,13.14,44.01,6.22,0.14,29.74,6.74,Sacramento County
6067008801,28.526156339328399,55.912758446797802,55-60%,4156,14.56,74.86,10.59,14.63,55.25,8.73,0,11.86,9.53,Sacramento County
6067008905,28.016704310550399,54.9924357034796,50-55%,4761,9.24,74.94,15.82,24.76,61.54,3.97,0.17,4.89,4.66,Sacramento County
6067008907,27.4123992984719,53.782148260211798,50-55%,5458,13.7,73.58,12.72,22.9,57.62,6.08,0.29,7.71,5.39,Sacramento County
6067008908,49.418921569054298,87.304589006555702,85-90%,4858,12.58,66.57,20.85,31.82,49.75,5.8,0,6.05,6.57,Sacramento County
6067008909,21.983627212708999,42.107917297024699,40-45%,2467,13.62,66.8,19.58,19.7,48.68,7.5,0,7.05,17.07,Sacramento County
6067008910,35.561354124837898,68.507312153303104,65-70%,3861,20.54,68.14,11.32,27.09,57.47,3.29,0,3.37,8.78,Sacramento County
6067008911,27.194529302332199,53.441754916792704,50-55%,2648,22.51,72.58,4.91,27.27,39.73,16.2,0.34,5.74,10.73,Sacramento County
6067008912,20.9796267338346,39.977307110438701,35-40%,3086,9.53,72.16,18.31,13.8,67.6,4.57,0,9.11,4.93,Sacramento County
6067008913,24.9691391538631,48.651033787191103,45-50%,4059,7.59,75.44,16.97,20.1,65.51,1.9,0.15,6.38,5.96,Sacramento County
6067009004,30.025775007491099,58.724155320221897,55-60%,3868,9.33,77.71,12.95,21.61,35.78,17.3,0,16.42,8.89,Sacramento County
6067009005,37.246462192404103,70.864851235501803,70-75%,3224,15.85,74.84,9.31,18.18,45.01,9.65,3.44,12.25,11.48,Sacramento County
6067009006,41.121998385960303,76.802824004034306,75-80%,5519,17.14,70.81,12.05,24.55,39.48,15.71,1.78,11.87,6.61,Sacramento County
6067009007,42.605972685404701,78.845184064548704,75-80%,2579,14.35,75.8,9.85,28.31,32.14,15.16,0,16.01,8.38,Sacramento County
6067009008,54.23111461101,91.830559757942495,90-95%,5227,22.94,67.88,9.18,36.66,40.69,12.82,0,4.82,5.01,Sacramento County
6067009010,39.748095297707103,74.609178013111404,70-75%,5408,11.91,80.73,7.36,10.28,43.07,14.81,0.43,24.37,7.05,Sacramento County
6067009011,23.425669794352999,45.423600605143697,45-50%,4610,13.45,74.01,12.54,13.6,44.47,7.11,0,26.79,8.03,Sacramento County
6067009103,26.507387689235198,52.0045385779122,50-55%,3210,8.32,77.07,14.61,22.9,50.16,11.87,0.9,12.12,2.06,Sacramento County
6067009105,36.241326765148202,69.503277861825495,65-70%,2629,14.45,75.39,10.16,28.79,38.68,8.71,0.46,16.09,7.27,Sacramento County
6067009106,13.2664186557165,21.142208774583999,20-25%,4178,6.29,79.54,14.17,25.85,54.57,7.11,0,8.74,3.73,Sacramento County
6067009107,21.7993098360093,41.780131114473001,40-45%,3419,11.14,71.1,17.75,19.16,47.85,18.16,0,9.1,5.73,Sacramento County
6067009108,15.464416305682899,26.5380736258195,25-30%,3937,13.54,68.05,18.42,21.39,58.14,3.38,0.61,7.98,8.51,Sacramento County
6067009109,19.258010211458298,35.741301059001501,35-40%,5006,8.37,76.35,15.28,19.4,53.68,10.71,0,8.77,7.45,Sacramento County
6067009110,41.672239957035401,77.597075138678804,75-80%,2029,22.52,73.93,3.55,32.23,28.59,24.64,0,5.96,8.58,Sacramento County
6067009111,24.301904591332899,47.377710539586502,45-50%,5416,10.43,78.56,11,19.29,35.45,17.85,0.79,18.72,7.88,Sacramento County
6067009112,24.969208185432301,48.6636409480585,45-50%,4004,14.71,73.23,12.06,24.18,43.61,8.34,0.95,14.96,7.97,Sacramento County
6067009201,36.931292625771697,70.474029248613206,70-75%,5151,13.84,69.31,16.85,20.38,32.36,7.77,0.27,33.88,5.34,Sacramento County
6067009307,17.667134148284799,31.971759959657099,30-35%,5687,15.17,72.48,12.34,14.84,59.54,6.14,0,12.4,7.09,Sacramento County
6067009308,13.879271542837699,22.7054967221382,20-25%,6202,9.84,73.98,16.19,26.43,58.27,3.48,0,6.16,5.66,Sacramento County
6067009309,17.827622673201301,32.312153303076101,30-35%,2340,9.91,62.99,27.09,17.91,66.45,0.98,2.74,6.88,5.04,Sacramento County
6067009310,23.347309082694899,45.284921835602603,45-50%,7506,13.44,73.85,12.71,19.6,51.27,6.81,0.73,16.52,5.08,Sacramento County
6067009311,16.1099127746525,28.177004538577901,25-30%,6539,15.72,72.72,11.56,19.41,33.43,12.69,0,28.69,5.78,Sacramento County
6067009312,17.589072288700901,31.8078668683812,30-35%,6629,8.66,80.75,10.59,21.96,28.77,3.71,0.83,36.98,7.75,Sacramento County
6067009314,25.075237209221498,48.877962682803798,45-50%,5943,11.9,75.74,12.37,16.69,27.31,13.07,0.74,30.59,11.59,Sacramento County
6067009316,37.001185446623197,70.5874936964196,70-75%,4636,10.5,80.46,9.04,26.49,10.74,13.18,0,40.62,8.97,Sacramento County
6067009317,27.209079936600801,53.4543620776601,50-55%,6300,13.79,75.08,11.13,28.22,27.75,10.81,0.05,27.08,6.1,Sacramento County
6067009318,44.287816006940503,81.202723146747402,80-85%,2480,14.88,75.85,9.27,19.11,13.79,18.31,0,42.34,6.45,Sacramento County
6067009319,39.488479436500597,74.142713061018696,70-75%,4276,16.11,73.43,10.45,21.21,17.24,6.03,0.09,48.39,7.04,Sacramento County
6067009320,32.930955153811297,63.8804841149773,60-65%,4437,13,74.19,12.8,29.07,16.52,12.85,0,37.91,3.65,Sacramento County
6067009321,22.2205228563876,42.612203731719603,40-45%,5648,9.76,80.42,9.83,19.67,22.65,13.19,0,35.52,8.98,Sacramento County
6067009322,28.7583453288138,56.442259203227401,55-60%,13952,13.69,77.21,9.1,15.21,18.05,11.75,0.32,50.1,4.58,Sacramento County
6067009323,20.0949893361771,37.720625315178999,35-40%,6130,11.42,74.34,14.24,15.01,40.95,10.41,0,28.6,5.04,Sacramento County
6067009324,9.1117853260943793,10.892586989410001,10-15%,2996,8.91,73.3,17.79,11.45,60.15,4.11,0.53,16.02,7.74,Sacramento County
6067009325,14.7937335995881,25.050428643469498,25-30%,802,10.6,64.46,24.94,20.2,65.46,4.11,0,5.37,4.86,Sacramento County
6067009326,8.0852549886684102,8.7115481593545105,5-10%,5041,12.8,74.13,13.07,16.19,40.57,8.83,0.52,29.5,4.4,Sacramento County
6067009328,17.215197627274701,30.8371154815935,30-35%,5851,13.01,77.47,9.52,22.61,29.47,6.7,0,35.66,5.57,Sacramento County
6067009329,15.789374451974201,27.319717599596601,25-30%,2327,18.05,76.88,5.07,17.28,23.85,13.02,0.17,37.9,7.78,Sacramento County
6067009330,11.824753128014001,17.397881996974299,15-20%,4040,9.53,78.12,12.35,14.33,36.11,7.15,0,32.65,9.75,Sacramento County
6067009331,15.389220235107199,26.4498234997479,25-30%,7545,13.57,77.91,8.52,12.41,34.9,10.66,0.33,36.14,5.57,Sacramento County
6067009332,12.435180520796401,19.0620272314675,15-20%,1339,8.07,72.52,19.42,16.21,37.57,0,0,41.22,5,Sacramento County
6067009403,19.8954626212237,37.279374684821001,35-40%,2010,13.48,68.11,18.41,35.67,56.02,0,1.44,4.18,2.69,Sacramento County
